ID	Gene Name	UniProt ID	Species	Drug IDs
381	GABRA2	P47869	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
523	GABRA3	P34903	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
478	GABRA4	P48169	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
471	GABRA5	P31644	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
764	GABRA6	Q16445	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
2344	GABRB1	P18505	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
2346	GABRB2	P47870	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
2345	GABRB3	P28472	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
3599	GABRD	O14764	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
3595	GABRE	P78334	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
3593	GABRG1	Q8N1C3	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
3592	GABRG2	P18507	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
3594	GABRG3	Q99928	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
3596	GABRP	O00591	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
3597	GABRQ	Q9UN88	Humans	DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01588; DB01589; DB01708; DB01956; DB09118; DB11859; DB11901
2063	dacA	P0AEB2	Gram positive and gram negative bacteria	DB00578; DB09050; DB09319
744	dacB	P24228	Gram positive and gram negative bacteria	DB00578; DB09050; DB09319
3685	dacC	P08506	Gram positive and gram negative bacteria	DB00578; DB09050; DB09319
588	mrcA	P02918	Gram positive and gram negative bacteria	DB00578; DB09050; DB09319
488	mrcB	P02919	Gram positive and gram negative bacteria	DB00578; DB09050; DB09319
3579	mrdA	P0AD65	Gram positive and gram negative bacteria	DB00578; DB09050; DB09319
2393	ftsI	P0AD68	Gram positive and gram negative bacteria	DB00578; DB09050; DB09319
4794	SLC52A2	Q9HAB3	Humans	DB01440
365	GRIN1	Q05586	Humans	DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
760	GRIN2A	Q12879	Humans	DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
417	GRIN2B	Q13224	Humans	DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
454	GRIN2C	Q14957	Humans	DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
396	GRIN2D	O15399	Humans	DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
641	GRIN3A	Q8TCU5	Humans	DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
534	GRIN3B	O60391	Humans	DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
4815	pol	Q72874	Human immunodeficiency virus 1	DB00224; DB00503; DB00701; DB00932; DB01072; DB01232; DB01264; DB01319; DB01601
4814	pol	Q7ZJM1	Human immunodeficiency virus 1	DB06817; DB08930; DB09101; DB11799
433	GLRA1	P23415	Humans	DB00228; DB09061
55	GLRB	P48167	Humans	DB00228; DB09061
291	HTR1A	P08908	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
797	HTR1B	P28222	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
659	HTR1D	P28221	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
476	HTR1E	P28566	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
460	HTR1F	P30939	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
451	HTR2A	P28223	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
393	HTR2B	P41595	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
533	HTR2C	P28335	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
311	HTR3A	P46098	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
4817	HTR3B	O95264	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
4818	HTR3C	Q8WXA8	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
4819	HTR3D	Q70Z44	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
4820	HTR3E	A5X5Y0	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
84	HTR4	Q13639	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
945	HTR6	P50406	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
650	HTR7	P34969	Humans	DB00715; DB01049; DB11273; DB12141; DB13345
501	ADRA1A	P35348	Humans	DB00243; DB00370; DB00433; DB00457; DB00477; DB00490; DB00543; DB00598; DB00697; DB00715; DB00841; DB00934; DB01151; DB01175; DB01224; DB06148; DB09167; DB09195
575	ADRA1B	P35368	Humans	DB00243; DB00370; DB00433; DB00457; DB00477; DB00490; DB00543; DB00598; DB00697; DB00715; DB00841; DB00934; DB01151; DB01175; DB01224; DB06148; DB09167; DB09195
715	ADRA1D	P25100	Humans	DB00243; DB00370; DB00433; DB00457; DB00477; DB00490; DB00543; DB00598; DB00697; DB00715; DB00841; DB00934; DB01151; DB01175; DB01224; DB06148; DB09167; DB09195
289	ADRA2A	P08913	Humans	DB00193; DB00217; DB00397; DB00433; DB00477; DB00540; DB00543; DB00697; DB00715; DB00934; DB01151; DB01175; DB06707; DB09167; DB09195
572	ADRA2B	P18089	Humans	DB00193; DB00217; DB00397; DB00433; DB00477; DB00540; DB00543; DB00697; DB00715; DB00934; DB01151; DB01175; DB06707; DB09167; DB09195
342	ADRA2C	P18825	Humans	DB00193; DB00217; DB00397; DB00433; DB00477; DB00540; DB00543; DB00697; DB00715; DB00934; DB01151; DB01175; DB06707; DB09167; DB09195
2638	CYP3A4	P08684	Humans	DB11994
3550	CYP3A43	Q9HB55	Humans	DB11994
2362	CYP3A5	P20815	Humans	DB11994
3612	CYP3A7	P24462	Humans	DB11994
172	ADRB1	P08588	Humans	DB00182; DB00217; DB00334; DB00540; DB00715; DB00726; DB01049; DB01365; DB11273; DB11278; DB13345
694	ADRB2	P07550	Humans	DB00182; DB00217; DB00334; DB00540; DB00715; DB00726; DB01049; DB01365; DB11273; DB11278; DB13345
1012	ADRB3	P13945	Humans	DB00182; DB00217; DB00334; DB00540; DB00715; DB00726; DB01049; DB01365; DB11273; DB11278; DB13345
4822	CYP21A2	P08686	Humans	DB01026
4823	ATM	Q13315	Humans	DB00201
4825	RPS6KA3	P51812	Humans	DB00945; DB12010
4826	EBP	Q15125	Humans	DB00675
4827	NFATC1	O95644	Humans	DB00852
925	ORM1	P02763	Humans	DB00477; DB01041
3663	ORM2	P19652	Humans	DB00477; DB01041
451	HTR2A	P28223	Humans	DB00477
393	HTR2B	P41595	Humans	DB00477
533	HTR2C	P28335	Humans	DB00477
4828	Htr2c	P08909	Rat	DB00321; DB00540; DB00656; DB00726
539	SRD5A1	P18405	Humans	DB00421
585	SRD5A2	P31213	Humans	DB00421
4829	SRD5A3	Q9H8P0	Humans	DB00421
501	ADRA1A	P35348	Humans	DB00182; DB00268; DB01049; DB01365; DB09205; DB11273; DB11278; DB11577; DB13345
575	ADRA1B	P35368	Humans	DB00182; DB00268; DB01049; DB01365; DB09205; DB11273; DB11278; DB11577; DB13345
715	ADRA1D	P25100	Humans	DB00182; DB00268; DB01049; DB01365; DB09205; DB11273; DB11278; DB11577; DB13345
289	ADRA2A	P08913	Humans	DB00182; DB00268; DB01049; DB01365; DB09205; DB11273; DB11278; DB11577; DB13345
572	ADRA2B	P18089	Humans	DB00182; DB00268; DB01049; DB01365; DB09205; DB11273; DB11278; DB11577; DB13345
342	ADRA2C	P18825	Humans	DB00182; DB00268; DB01049; DB01365; DB09205; DB11273; DB11278; DB11577; DB13345
20	DRD1	P21728	Humans	DB00248; DB00334; DB00408; DB00458; DB00477; DB00555; DB00568; DB00696; DB00715; DB00726; DB00988; DB06148; DB09097; DB09225; DB11274; DB11584
145	DRD5	P21918	Humans	DB00248; DB00334; DB00408; DB00458; DB00477; DB00555; DB00568; DB00696; DB00715; DB00726; DB00988; DB06148; DB09097; DB09225; DB11274; DB11584
92	CHRM1	P11229	Humans	DB00321; DB00454; DB00543; DB00555; DB00568; DB00715; DB00726; DB01221; DB11855
560	CHRM2	P08172	Humans	DB00321; DB00454; DB00543; DB00555; DB00568; DB00715; DB00726; DB01221; DB11855
45	CHRM3	P20309	Humans	DB00321; DB00454; DB00543; DB00555; DB00568; DB00715; DB00726; DB01221; DB11855
405	CHRM4	P08173	Humans	DB00321; DB00454; DB00543; DB00555; DB00568; DB00715; DB00726; DB01221; DB11855
247	CHRM5	P08912	Humans	DB00321; DB00454; DB00543; DB00555; DB00568; DB00715; DB00726; DB01221; DB11855
1132	PRKCA	P17252	Humans	DB00675
872	PRKCB	P05771	Humans	DB00675
2417	PRKCD	Q05655	Humans	DB00675
3431	PRKCE	Q02156	Humans	DB00675
4830	PRKCG	P05129	Humans	DB00675
3889	PRKCI	P41743	Humans	DB00675
1385	PRKCQ	Q04759	Humans	DB00675
4831	PRKCZ	Q05513	Humans	DB00675
4832	PGRMC1	O00264	Humans	DB00514
4832	PGRMC1	O00264	Humans	DB00540; DB01104
156	SIGMAR1	Q99720	Humans	DB00540; DB01104
141	SCN1A	P35498	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
177	SCN10A	Q9Y5Y9	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
192	SCN11A	Q9UI33	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
2081	SCN2A	Q99250	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
2082	SCN3A	Q9NY46	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
2083	SCN4A	P35499	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
197	SCN5A	Q14524	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
4833	SCN7A	Q01118	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
2084	SCN8A	Q9UQD0	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
1143	SCN9A	Q15858	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
3635	SCN1B	Q07699	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
3636	SCN2B	O60939	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
3637	SCN3B	Q9NY72	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
3638	SCN4B	Q8IWT1	Humans	DB00243; DB00313; DB00776; DB05541; DB13269; DB13961
679	CACNG1	Q06432	Humans	DB00153; DB00421; DB11148; DB13746
5033	CACNG2	Q9Y698	Humans	DB00153; DB00421; DB11148; DB13746
9289	CACNG3	O60359	Humans	DB00153; DB00421; DB11148; DB13746
9287	CACNG4	Q9UBN1	Humans	DB00153; DB00421; DB11148; DB13746
9286	CACNG5	Q9UF02	Humans	DB00153; DB00421; DB11148; DB13746
9290	CACNG6	Q9BXT2	Humans	DB00153; DB00421; DB11148; DB13746
9285	CACNG7	P62955	Humans	DB00153; DB00421; DB11148; DB13746
9288	CACNG8	Q8WXS5	Humans	DB00153; DB00421; DB11148; DB13746
691	CACNA2D1	P54289	Humans	DB00153; DB00421; DB11148; DB13746
2396	CACNA2D2	Q9NY47	Humans	DB00153; DB00421; DB11148; DB13746
3563	CACNA2D3	Q8IZS8	Humans	DB00153; DB00421; DB11148; DB13746
9284	CACNA2D4	Q7Z3S7	Humans	DB00153; DB00421; DB11148; DB13746
430	CACNA1C	Q13936	Humans	DB00153; DB00421; DB11148; DB13746
2359	CACNA1D	Q01668	Humans	DB00153; DB00421; DB11148; DB13746
2357	CACNA1F	O60840	Humans	DB00153; DB00421; DB11148; DB13746
2355	CACNA1S	Q13698	Humans	DB00153; DB00421; DB11148; DB13746
303	CACNB1	Q02641	Humans	DB00153; DB00421; DB11148; DB13746
2354	CACNB2	Q08289	Humans	DB00153; DB00421; DB11148; DB13746
2358	CACNB3	P54284	Humans	DB00153; DB00421; DB11148; DB13746
2356	CACNB4	O00305	Humans	DB00153; DB00421; DB11148; DB13746
2226	CACNA1B	Q00975	Humans	DB00153; DB00421; DB11148; DB13746
356	CACNA1A	O00555	Humans	DB00153; DB00421; DB11148; DB13746
5024	CACNA1E	Q15878	Humans	DB00153; DB00421; DB11148; DB13746
483	CACNA1G	O43497	Humans	DB00153; DB00421; DB11148; DB13746
864	CACNA1H	O95180	Humans	DB00153; DB00421; DB11148; DB13746
12	CACNA1I	Q9P0X4	Humans	DB00153; DB00421; DB11148; DB13746
2387	NFKB2	Q00653	Humans	DB00843; DB13751; DB13961
1086	NFKB1	P19838	Humans	DB00843; DB13751; DB13961
4838	CYBB	P04839	Humans	DB00514
4839	CYBA	P13498	Humans	DB00514
4836	NCF1	P14598	Humans	DB00514
4835	NCF2	P19878	Humans	DB00514
4837	NCF4	Q15080	Humans	DB00514
1109	RAC1	P63000	Humans	DB00514
4834	RAC2	P15153	Humans	DB00514
644	KCNJ1	P48048	Humans	DB01392; DB11148
4840	KCNJ10	P78508	Humans	DB01392; DB11148
708	KCNJ11	Q14654	Humans	DB01392; DB11148
1131	KCNJ12	Q14500	Humans	DB01392; DB11148
4842	KCNJ14	Q9UNX9	Humans	DB01392; DB11148
4841	KCNJ15	Q99712	Humans	DB01392; DB11148
2441	KCNJ8	Q15842	Humans	DB01392; DB11148
553	KCNMA1	Q12791	Humans	DB00721; DB09089
4422	KCNMB1	Q16558	Humans	DB00721; DB09089
3196	KCNMB2	Q9Y691	Humans	DB00721; DB09089
4423	KCNMB3	Q9NPA1	Humans	DB00721; DB09089
4424	KCNMB4	Q86W47	Humans	DB00721; DB09089
415	KCNN4	O15554	Humans	DB00721; DB09089
4425	KCNN1	Q92952	Humans	DB00721; DB09089
4426	KCNN2	Q9H2S1	Humans	DB00721; DB09089
4427	KCNN3	Q9UGI6	Humans	DB00721; DB09089
677	PRKAA1	Q13131	Humans	DB00945; DB12010
4843	PRKAA2	P54646	Humans	DB00945; DB12010
254	PRKAB1	Q9Y478	Humans	DB00945; DB12010
774	PRKAB2	O43741	Humans	DB00945; DB12010
4844	PRKAG1	P54619	Humans	DB00945; DB12010
4845	PRKAG2	Q9UGJ0	Humans	DB00945; DB12010
4846	PRKAG3	Q9UGI9	Humans	DB00945; DB12010
2198	MAOA	P21397	Humans	DB00182; DB00721; DB01168; DB01171
2196	MAOB	P27338	Humans	DB00182; DB00721; DB01168; DB01171
4522	ITPR1	Q14643	Humans	DB00201
4847	ITPR2	Q14571	Humans	DB00201
4848	ITPR3	Q14573	Humans	DB00201
3565	PDE1A	P54750	Humans	DB00201
3323	PDE1B	Q01064	Humans	DB00201
4849	PDE1C	Q14123	Humans	DB00201
631	PDE10A	Q9Y233	Humans	DB00201
1133	PDE4A	P27815	Humans	DB00201
487	PDE4B	Q07343	Humans	DB00201
2353	PDE4C	Q08493	Humans	DB00201
1287	PDE4D	Q08499	Humans	DB00201
627	PDE7B	Q9NP56	Humans	DB00201
2085	PDE2A	O00408	Humans	DB00201
436	PDE3A	Q14432	Humans	DB00201
1223	PDE3B	Q13370	Humans	DB00201
182	PDE5A	O76074	Humans	DB00201
4852	PDE6C	P51160	Humans	DB00201
3558	PDE11A	Q9HCR9	Humans	DB00201
706	PDE7A	Q13946	Humans	DB00201
3717	PDE8A	O60658	Humans	DB00201
3718	PDE8B	O95263	Humans	DB00201
3134	PDE9A	O76083	Humans	DB00201
4850	PDE6A	P16499	Humans	DB00201
4851	PDE6B	P35913	Humans	DB00201
708	KCNJ11	Q14654	Humans	DB01016
2441	KCNJ8	Q15842	Humans	DB01016
4854	ATF1	P18846	Humans	DB00852
4855	ATF2	P15336	Humans	DB00852
4856	ATF3	P18847	Humans	DB00852
4857	ATF4	P18848	Humans	DB00852
4858	ATF5	Q9Y2D1	Humans	DB00852
4859	ATF6	P18850	Humans	DB00852
4860	ATF7	P17544	Humans	DB00852
4853	JDP2	Q8WYK2	Humans	DB00852
1126	FOS	P01100	Humans	DB00852
1040	JUN	P05412	Humans	DB00852
4861	unc-38	Q23022	Caenorhabditis elegans	DB00848
4862	unc-63	Q9N587	Caenorhabditis elegans	DB00848
4863	lev-1	Q27218	Caenorhabditis elegans	DB00848
4864	unc-29	P48181	Caenorhabditis elegans	DB00848
4866	C1QBP	Q07021	Humans	DB08818; DB09130
4869	HAPLN1	P10915	Humans	DB08818
4871	HAPLN3	Q96S86	Humans	DB08818
4872	HAPLN4	Q86UW8	Humans	DB08818
4876	HABP2	Q14520	Humans	DB08818
761	IMPDH1	P20839	Humans	DB01033
722	IMPDH2	P12268	Humans	DB01033
4877	IMPG2	Q9BZV3	Humans	DB08818
4878	HABP4	Q5JVS0	Humans	DB08818
4879	LAYN	Q6UX15	Humans	DB08818
4881	MYLK2	Q9H1R3	Humans	DB04825; DB12010
4883	STAB2	Q8WWQ8	Humans	DB08818
4885	topA	Q06AK7	Staphylococcus aureus	DB00487; DB01051
742	TOP2A	P11388	Humans	DB00970
2425	TOP2B	Q02880	Humans	DB00970
4886	TNFAIP6	P98066	Humans	DB00843; DB00945; DB08818
365	GRIN1	Q05586	Humans	DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
760	GRIN2A	Q12879	Humans	DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
417	GRIN2B	Q13224	Humans	DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
454	GRIN2C	Q14957	Humans	DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
396	GRIN2D	O15399	Humans	DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
641	GRIN3A	Q8TCU5	Humans	DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
534	GRIN3B	O60391	Humans	DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
451	HTR2A	P28223	Humans	DB01221
393	HTR2B	P41595	Humans	DB01221
533	HTR2C	P28335	Humans	DB01221
291	HTR1A	P08908	Humans	DB00334; DB01221
797	HTR1B	P28222	Humans	DB00334; DB01221
659	HTR1D	P28221	Humans	DB00334; DB01221
476	HTR1E	P28566	Humans	DB00334; DB01221
460	HTR1F	P30939	Humans	DB00334; DB01221
4926	ESRRB	O95718	Humans	DB00255; DB07776
4938	ACTG1	P63261	Humans	DB09130
4940	AS3MT	Q9HBK9	Humans	DB00118
4959	ATP1A2	P50993	Humans	DB01092
4972	ATP1A3	P13637	Humans	DB01092
4981	APOD	P05090	Humans	DB00162; DB09130
5014	IGHG4	P01861	Humans	DB09130
5022	IGHA1	P01876	Humans	DB01593; DB14487; DB14533
5023	IGHM	P01871	Humans	DB01593; DB14487; DB14533
5033	CACNG2	Q9Y698	Humans	DB00898
5056	HIST1H1E	P10412	Humans	DB09130
5081	HIST1H2BC	P62807	Humans	DB09130
5112	KCNJ4	P48050	Humans	DB01136
5115	KCNJ9	Q92806	Humans	DB00898; DB11633
5116	KCNH1	O95259	Humans	DB00458; DB00637
5184	RGN	Q15493	Humans	DB11093; DB11348; DB14481
5199	NRXN1	Q9ULB1	Humans	DB11093; DB11348; DB14481
5209	CLIC1	O00299	Humans	DB09130
5220	RYR2	Q92736	Humans	DB01195; DB09085
5225	CNGA1	P29973	Humans	DB04209
5387	CD38	P28907	Humans	DB09331
5395	CLEC14A	Q86T13	Humans	DB02709
5461	SEPP1	P49908	Humans	DB01593; DB14487; DB14533
5466	DAND5	Q8N907	Humans	DB01593; DB14487; DB14533
5467	FGR	P09769	Humans	DB01254; DB12010; DB15035
5468	SREBF1	P36956	Humans	DB03756; DB09539; DB11133; DB13961
5479	RELA	Q04206	Humans	DB08908
5489	PTAFR	P25105	Humans	DB11614
5490	GPR35	Q9HC97	Humans	DB00695; DB11156
5629		Q9UE69	Humans	DB00370
5634	EPHA5	P54756	Humans	DB01254; DB12010
5642	ZAK	Q9NYL2	Humans	DB01254; DB12010
5817	MT3	P25713	Humans	DB01593; DB14487; DB14533
5835	GPBAR1	Q8TDU6	Humans	DB02659; DB03619; DB06777
5840	P2RX4	Q99571	Humans	DB09119; DB14575
5849	GPR55	Q9Y2T6	Humans	DB06155; DB09061
5850	NOX1	Q9Y5S8	Humans	DB09140
5854	ENO1	P06733	Humans	DB01593; DB09130; DB14487; DB14533
5855	PML	P29590	Humans	DB01169
5859	PDCD6	O75340	Humans	DB01373; DB01593; DB11093; DB11348; DB14481; DB14487; DB14533
5860	MGP	P08493	Humans	DB01373
5861	PCDH19	Q8TAB3	Humans	DB01373
5862	CCS	O14618	Humans	DB01593; DB14487; DB14533
5863	HEPHL1	Q6MZM0	Humans	DB09130
5864	NEIL2	Q969S2	Humans	DB01592; DB09130; DB14488; DB14489; DB14490; DB14491; DB14501
5865	SCO1	O75880	Humans	DB09130
5866	NOLC1	Q14978	Humans	DB00997
5867	FGF19	O95750	Humans	DB01109
5871	TAB1	Q15750	Humans	DB06757
5874	MGEA5	O60502	Humans	DB00428
5875	LCN1	P31025	Humans	DB00755
5876	OBP2A	Q9NY56	Humans	DB00755
5878	BDKRB1	P46663	Humans	DB00178; DB01197; DB01593; DB09477; DB14487; DB14533
5880	SEMG1	P04279	Humans	DB01593; DB14487; DB14533
5881	SIVA1	O15304	Humans	DB01593; DB14487; DB14533
5882	UTRN	P46939	Humans	DB01593; DB14487; DB14533
5885	PRDX1	Q06830	Humans	DB01593; DB09130; DB14487; DB14533
5893	APOBR	Q0VD83	Humans	DB01593; DB09130; DB14487; DB14533
5907	IL17A	Q16552	Humans	DB09029; DB11569
5908	HCRTR1	O43613	Humans	DB09034; DB11951
5909	HCRTR2	O43614	Humans	DB09034; DB11951
8538	gyrA	P0AES4	Escherichia coli (strain K12)	DB00537; DB11943
8539	parC	P0C1U9	Staphylococcus aureus	DB00537
8540		B4YQT9	Mycobacterium tuberculosis	DB00537
8541	gyrA	P20831	Staphylococcus aureus	DB00537
