UniProt_ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Betweenness,Betweenness(Weight),Closeness,Closeness(Weight),Degree,Degree(Weight),Eigenvector,Eigenvector(Weight),Label
P04179,8.56,1.35,3.6,5.41,2.7,9.91,4.5,4.95,6.76,10.81,1.35,6.31,4.95,5.41,3.15,4.5,3.6,4.95,2.7,4.5,0.14,0.09,0.77,0.19,0.51,0.44,0.05,0.1,0.09,0.14,0.77,0.46,0.26,0.32,0.08,0.03,0.46,0.25,0.29,0.46,0.32,0.23,0.24,0.48,0.52,0.09,-0.43,-0.23,-0.26,0.08,4.15,-0.3,-0.08,-0.17,-0.23,-0.14,-0.33,-0.2,-0.22,-0.26,-0.35,-0.08,-0.25,-0.22,-0.23,-0.16,-0.2,-0.17,-0.22,-0.14,-0.2,4553.76,3059,0.43,0.28,67,37.25,0.02,0.02,0
P04183,10.68,4.7,3.42,5.98,4.7,7.26,0.85,5.13,6.84,7.69,2.56,2.99,6.41,4.7,5.56,5.13,4.7,8.12,0,2.56,0.13,0.09,0.77,0.22,0.53,0.45,0.06,0.07,0.09,0.13,0.77,0.55,0.23,0.31,0.1,0.07,0.45,0.3,0.25,0.48,0.3,0.22,0.28,0.53,0.47,0.06,-0.68,-0.21,-0.37,0.12,4.11,-0.35,-0.21,-0.17,-0.24,-0.21,-0.28,-0.06,-0.22,-0.27,-0.29,-0.14,-0.15,-0.25,-0.21,-0.23,-0.22,-0.21,-0.29,0,-0.14,4456.6,4021,0.4,0.25,47,28.01,0.01,0.01,0
P04196,4.19,3.24,5.9,5.33,4.95,6.67,12.57,2.48,4.19,6.48,0.57,3.81,12.38,3.43,6.29,6.86,3.24,4.95,0.38,2.1,0.23,0.11,0.66,0.19,0.43,0.37,0.12,0.07,0.11,0.23,0.66,0.43,0.39,0.31,0.1,0.04,0.43,0.21,0.36,0.33,0.35,0.38,0.21,0.51,0.49,0.56,-0.04,0.1,0.11,0.22,4.05,-0.19,-0.16,-0.24,-0.23,-0.22,-0.26,-0.38,-0.13,-0.19,-0.26,-0.04,-0.18,-0.37,-0.17,-0.25,-0.27,-0.16,-0.22,-0.03,-0.12,7823.49,4374,0.36,0.25,55,35.99,0.01,0.01,0
P04233,4.05,2.7,4.05,5.74,2.36,6.42,3.72,1.69,5.74,11.82,5.07,4.73,9.46,5.74,5.74,6.76,5.41,4.73,1.35,2.7,0.15,0.1,0.75,0.23,0.47,0.38,0.1,0.06,0.1,0.15,0.75,0.49,0.29,0.34,0.12,0.08,0.48,0.21,0.31,0.35,0.36,0.33,0.2,0.48,0.52,0.15,-0.29,-0.17,-0.2,0.14,4.16,-0.19,-0.14,-0.19,-0.24,-0.13,-0.25,-0.18,-0.1,-0.24,-0.36,-0.22,-0.21,-0.32,-0.24,-0.24,-0.26,-0.23,-0.21,-0.08,-0.14,92543.52,44096,0.45,0.29,217,133.98,0.04,0.03,0
P04275,5.44,8.32,5.58,6.47,3.13,7.32,2.45,3.38,3.84,8.11,1.99,3.48,6.26,4.73,5.05,7.36,5.4,8,0.92,2.77,0.11,0.12,0.77,0.29,0.45,0.39,0.06,0.07,0.12,0.11,0.77,0.51,0.21,0.37,0.13,0.1,0.38,0.32,0.3,0.45,0.3,0.26,0.28,0.57,0.43,0.3,-0.6,0.07,-0.44,-0.04,4.18,-0.23,-0.3,-0.23,-0.26,-0.16,-0.28,-0.13,-0.17,-0.18,-0.29,-0.11,-0.17,-0.25,-0.21,-0.22,-0.28,-0.23,-0.29,-0.06,-0.14,40872.05,28797,0.44,0.29,192,114.3,0.06,0.06,0
P04279,3.25,0.22,4.11,6.93,1.52,8.66,6.71,3.68,9.09,6.28,0.43,5.41,2.38,13.2,4.33,11.9,4.11,4.33,0.43,3.03,0.2,0.11,0.69,0.33,0.31,0.29,0.02,0.05,0.11,0.2,0.69,0.27,0.28,0.49,0.16,0.01,0.5,0.17,0.33,0.28,0.41,0.29,0.24,0.44,0.56,1.07,-0.25,-0.42,-0.43,0.15,3.95,-0.16,-0.02,-0.19,-0.27,-0.09,-0.31,-0.26,-0.18,-0.31,-0.25,-0.03,-0.23,-0.13,-0.39,-0.2,-0.37,-0.19,-0.2,-0.03,-0.15,130.12,614,0.33,0.23,11,6.75,0,0,0
P04280,2.3,0,1.28,1.02,0,19.39,0,0.51,6.38,2.3,0.26,4.08,37.5,15.82,2.55,6.12,0,0.51,0,0,0.09,0.02,0.89,0.22,0.63,0.63,0.38,0,0.02,0.09,0.89,0.43,0.51,0.44,0.06,0,0.31,0.01,0.68,0.25,0.66,0.44,0.28,0.71,0.29,0.51,-0.58,0.38,-0.18,0.83,2.73,-0.13,0,-0.08,-0.07,0,-0.46,0,-0.04,-0.25,-0.13,-0.02,-0.19,-0.53,-0.42,-0.14,-0.25,0,-0.04,0,0,12.61,38,0.31,0.22,3,2.46,0,0,0
P04406,9.25,0.9,5.97,3.88,4.18,9.85,2.99,6.57,7.76,5.67,2.99,5.67,3.58,2.09,2.99,6.27,6.27,9.55,0.9,2.69,0.14,0.1,0.76,0.18,0.53,0.45,0.04,0.08,0.1,0.14,0.76,0.5,0.23,0.34,0.13,0.04,0.38,0.31,0.31,0.47,0.29,0.25,0.26,0.57,0.43,0.18,-0.72,-0.23,-0.38,0.08,4.11,-0.32,-0.06,-0.24,-0.18,-0.19,-0.33,-0.15,-0.26,-0.29,-0.24,-0.15,-0.24,-0.17,-0.12,-0.15,-0.25,-0.25,-0.32,-0.06,-0.14,164632.84,155583.5,0.5,0.34,341,194.92,0.09,0.09,0
P04424,9.48,1.08,5.6,6.47,3.23,7.33,2.37,3.88,4.31,12.5,3.23,2.8,2.37,5.17,6.47,7.76,5.39,6.25,2.16,2.16,0.13,0.12,0.75,0.22,0.5,0.42,0.02,0.08,0.12,0.13,0.75,0.5,0.18,0.38,0.13,0.04,0.5,0.24,0.26,0.46,0.27,0.23,0.26,0.48,0.52,0.13,-0.55,-0.35,-0.41,0.16,4.11,-0.32,-0.07,-0.23,-0.26,-0.16,-0.28,-0.13,-0.18,-0.2,-0.38,-0.16,-0.15,-0.13,-0.22,-0.26,-0.29,-0.23,-0.25,-0.12,-0.12,1617.41,1484,0.35,0.25,40,25.12,0,0,0
P04439,9.86,1.37,6.58,6.3,2.19,7.95,2.47,3.56,3.01,7.95,2.19,1.1,4.38,6.03,7.67,6.58,7.95,6.03,3.01,3.84,0.13,0.13,0.74,0.26,0.47,0.4,0.04,0.09,0.13,0.13,0.74,0.49,0.19,0.41,0.15,0.04,0.46,0.28,0.27,0.42,0.27,0.27,0.26,0.52,0.48,0.32,-0.49,-0.29,-0.39,0.15,4.12,-0.33,-0.09,-0.26,-0.25,-0.12,-0.29,-0.13,-0.17,-0.15,-0.29,-0.12,-0.07,-0.2,-0.24,-0.28,-0.26,-0.29,-0.24,-0.15,-0.18,17466.05,23297,0.42,0.28,60,34.73,0.02,0.02,0
P04626,6.61,4.7,5.18,6.14,2.79,8.05,2.79,3.51,3.11,11,1.83,3.27,8.69,4.94,5.66,5.82,5.34,6.61,1.2,2.79,0.12,0.11,0.77,0.24,0.5,0.45,0.09,0.07,0.11,0.12,0.77,0.52,0.24,0.36,0.11,0.07,0.42,0.27,0.31,0.45,0.31,0.27,0.25,0.54,0.46,0.11,-0.56,-0.07,-0.39,0.13,4.16,-0.26,-0.21,-0.22,-0.25,-0.14,-0.29,-0.14,-0.17,-0.16,-0.35,-0.11,-0.16,-0.31,-0.21,-0.23,-0.24,-0.23,-0.26,-0.08,-0.14,109758.12,76163.5,0.48,0.34,370,236.42,0.11,0.12,0
P04629,7.91,2.64,4.02,6.03,4.15,9.05,3.52,2.89,2.76,12.81,2.14,4.02,5.9,4.65,5.78,6.53,4.15,7.41,2.01,1.63,0.12,0.1,0.78,0.2,0.54,0.46,0.06,0.08,0.1,0.12,0.78,0.52,0.22,0.34,0.11,0.05,0.46,0.25,0.3,0.49,0.27,0.24,0.26,0.52,0.48,0,-0.58,-0.18,-0.33,0.14,4.13,-0.29,-0.14,-0.19,-0.24,-0.19,-0.31,-0.17,-0.15,-0.14,-0.38,-0.12,-0.19,-0.24,-0.21,-0.24,-0.26,-0.19,-0.28,-0.11,-0.1,10615.68,13961,0.42,0.29,74,48.33,0.03,0.04,0
P04632,6.34,1.12,5.6,5.6,5.22,19.03,1.49,5.6,3.36,8.21,3.73,5.22,2.61,3.36,4.85,6.34,4.48,4.1,1.12,2.61,0.1,0.11,0.79,0.18,0.56,0.46,0.03,0.09,0.11,0.1,0.79,0.43,0.18,0.44,0.11,0.05,0.37,0.24,0.39,0.51,0.26,0.21,0.33,0.55,0.45,0.34,-0.86,-0.11,-0.51,-0.02,4.02,-0.25,-0.07,-0.23,-0.23,-0.22,-0.46,-0.09,-0.23,-0.16,-0.3,-0.18,-0.22,-0.14,-0.16,-0.21,-0.25,-0.2,-0.19,-0.07,-0.14,5434.69,9038,0.36,0.24,9,5.45,0,0,0
P04637,6.11,2.54,5.09,7.63,2.8,5.85,3.05,2.04,5.09,8.14,3.05,3.56,11.45,3.82,6.62,9.67,5.6,4.58,1.02,2.29,0.15,0.13,0.73,0.24,0.45,0.38,0.12,0.06,0.13,0.15,0.73,0.47,0.3,0.38,0.15,0.06,0.44,0.21,0.36,0.33,0.37,0.35,0.24,0.55,0.46,0.43,-0.32,-0.03,-0.32,0.23,4.13,-0.25,-0.14,-0.22,-0.28,-0.14,-0.24,-0.15,-0.11,-0.22,-0.3,-0.15,-0.17,-0.36,-0.18,-0.26,-0.33,-0.23,-0.2,-0.07,-0.13,879661.36,735150,0.54,0.38,815,531.45,0.15,0.17,0
P04792,8.29,0.49,4.88,7.8,3.41,6.34,2.44,2.93,3.41,7.8,0.98,0.98,10.24,3.41,7.8,10.24,6.83,6.34,2.93,2.44,0.14,0.13,0.74,0.23,0.49,0.42,0.1,0.09,0.13,0.14,0.74,0.5,0.25,0.4,0.17,0.02,0.42,0.25,0.33,0.39,0.31,0.33,0.25,0.55,0.45,0.25,-0.4,-0.18,-0.34,0.3,4.04,-0.3,-0.04,-0.21,-0.29,-0.17,-0.25,-0.13,-0.15,-0.17,-0.29,-0.07,-0.07,-0.34,-0.17,-0.29,-0.34,-0.26,-0.25,-0.15,-0.13,9802.81,3320,0.44,0.31,118,70.22,0.04,0.04,0
P04798,4.49,1.76,4.49,5.08,6.05,6.05,2.93,6.64,4.69,10.35,2.93,4.3,5.86,4.3,5.86,8.01,4.69,7.42,1.56,2.54,0.14,0.1,0.77,0.21,0.51,0.41,0.06,0.1,0.1,0.14,0.77,0.52,0.24,0.33,0.13,0.05,0.41,0.31,0.29,0.44,0.29,0.27,0.2,0.47,0.53,-0.16,-0.37,-0.27,-0.31,0.1,4.19,-0.2,-0.1,-0.2,-0.22,-0.25,-0.25,-0.15,-0.26,-0.21,-0.34,-0.15,-0.2,-0.24,-0.2,-0.24,-0.29,-0.21,-0.28,-0.09,-0.14,8799.01,9908,0.4,0.27,42,26.54,0.01,0.01,0
P04818,5.43,1.6,6.71,6.07,4.47,7.99,2.88,6.07,4.79,10.54,2.88,2.56,7.35,4.79,7.35,4.79,4.15,4.47,1.6,3.51,0.15,0.13,0.72,0.19,0.51,0.42,0.07,0.1,0.13,0.15,0.72,0.49,0.25,0.35,0.09,0.05,0.45,0.26,0.29,0.42,0.32,0.26,0.2,0.45,0.55,0.04,-0.3,-0.27,-0.29,0.16,4.18,-0.23,-0.1,-0.26,-0.25,-0.2,-0.29,-0.15,-0.25,-0.21,-0.34,-0.15,-0.14,-0.28,-0.21,-0.28,-0.21,-0.19,-0.2,-0.1,-0.17,53080.48,79042,0.43,0.29,173,106.42,0.03,0.02,0
P04908,12.31,0,1.54,5.38,0.77,10.77,3.08,4.62,10,12.31,0.77,4.62,3.85,3.85,10,3.85,3.85,6.15,0,2.31,0.23,0.07,0.7,0.14,0.52,0.5,0.04,0.03,0.07,0.23,0.7,0.45,0.32,0.29,0.08,0.01,0.58,0.18,0.25,0.47,0.29,0.18,0.27,0.47,0.53,0.42,-0.65,-0.73,-0.19,0.24,3.84,-0.37,0,-0.09,-0.23,-0.05,-0.35,-0.16,-0.21,-0.33,-0.37,-0.05,-0.21,-0.18,-0.18,-0.33,-0.18,-0.18,-0.25,0,-0.13,27737.32,36530.67,0.41,0.28,141,82.31,0.02,0.02,0
P04920,8.54,0.81,4.03,8.54,5,7.66,2.9,4.19,3.63,12.01,2.34,1.61,7.33,3.79,7.01,6.69,4.83,6.93,0.81,1.37,0.14,0.13,0.74,0.18,0.55,0.47,0.07,0.07,0.13,0.14,0.74,0.53,0.23,0.36,0.12,0.03,0.49,0.24,0.27,0.46,0.29,0.26,0.24,0.48,0.52,0,-0.57,-0.31,-0.39,0.27,4.06,-0.3,-0.06,-0.19,-0.3,-0.22,-0.28,-0.15,-0.19,-0.17,-0.37,-0.13,-0.1,-0.28,-0.18,-0.27,-0.26,-0.21,-0.27,-0.06,-0.09,1.05,10,0.29,0.2,3,1.86,0,0,0
P04921,11.72,0,6.25,5.47,2.34,7.03,2.34,5.47,2.34,6.25,6.25,1.56,7.03,1.56,3.91,9.38,10.16,5.47,2.34,3.12,0.09,0.12,0.8,0.24,0.54,0.43,0.07,0.08,0.12,0.09,0.8,0.57,0.17,0.4,0.2,0.06,0.4,0.29,0.31,0.41,0.24,0.38,0.28,0.59,0.41,0.02,-0.71,-0.05,-0.38,0.22,4.03,-0.36,0,-0.25,-0.23,-0.13,-0.27,-0.13,-0.23,-0.13,-0.25,-0.25,-0.09,-0.27,-0.09,-0.18,-0.32,-0.34,-0.23,-0.13,-0.16,10627.54,9548,0.37,0.26,37,21.97,0.01,0.01,0
P05019,6.15,5.64,3.08,5.13,4.62,8.21,2.05,2.05,10.26,7.69,2.56,2.05,5.64,5.13,8.21,8.72,7.18,2.56,0.51,2.56,0.21,0.08,0.71,0.29,0.4,0.32,0.06,0.08,0.08,0.21,0.71,0.45,0.28,0.37,0.16,0.08,0.47,0.25,0.28,0.37,0.31,0.29,0.29,0.49,0.51,0.58,-0.4,-0.25,-0.18,0.04,4.1,-0.25,-0.23,-0.16,-0.22,-0.21,-0.3,-0.12,-0.12,-0.34,-0.29,-0.14,-0.12,-0.23,-0.22,-0.3,-0.31,-0.27,-0.14,-0.04,-0.14,11944.35,18211,0.44,0.3,143,92.49,0.06,0.07,0
P05023,7.92,2.25,5.67,6.55,4.4,7.43,1.47,8.11,5.47,9.38,2.44,4.11,4.3,3.62,4.5,5.67,5.87,7.33,1.17,2.35,0.11,0.12,0.76,0.2,0.53,0.45,0.04,0.08,0.12,0.11,0.76,0.53,0.2,0.35,0.12,0.05,0.41,0.32,0.27,0.48,0.3,0.22,0.23,0.51,0.5,-0.04,-0.63,-0.28,-0.49,0.1,4.16,-0.29,-0.12,-0.24,-0.26,-0.2,-0.28,-0.09,-0.29,-0.23,-0.32,-0.13,-0.19,-0.2,-0.17,-0.2,-0.24,-0.24,-0.28,-0.08,-0.13,638.6,467,0.35,0.25,14,8.51,0,0,0
P05062,12.09,2.47,3.57,6.32,2.75,7.97,2.47,5.22,6.59,9.07,1.92,4.67,3.57,6.04,3.85,5.77,5.77,6.04,0.82,3.02,0.13,0.1,0.77,0.23,0.5,0.44,0.04,0.07,0.1,0.13,0.77,0.5,0.21,0.35,0.12,0.04,0.48,0.26,0.26,0.46,0.31,0.23,0.28,0.52,0.48,0.24,-0.68,-0.27,-0.44,0.14,4.13,-0.37,-0.13,-0.17,-0.25,-0.14,-0.29,-0.13,-0.22,-0.26,-0.31,-0.11,-0.21,-0.17,-0.25,-0.18,-0.24,-0.24,-0.25,-0.06,-0.15,362.5,307,0.36,0.24,17,10.81,0,0,0
P05093,5.91,0.98,5.51,5.12,4.72,5.71,2.95,7.09,7.28,12.6,2.36,5.51,5.31,3.94,4.33,6.3,4.92,5.91,1.77,1.77,0.15,0.11,0.75,0.18,0.51,0.43,0.05,0.08,0.11,0.15,0.75,0.52,0.25,0.32,0.11,0.03,0.45,0.27,0.28,0.45,0.33,0.24,0.19,0.46,0.54,-0.11,-0.38,-0.34,-0.34,0.16,4.15,-0.24,-0.07,-0.23,-0.22,-0.21,-0.24,-0.15,-0.27,-0.28,-0.38,-0.13,-0.23,-0.23,-0.18,-0.2,-0.25,-0.21,-0.24,-0.1,-0.1,1128.99,1845,0.36,0.23,21,12.08,0,0,0
P05109,6.45,1.08,6.45,9.68,4.3,4.3,5.38,7.53,12.9,10.75,2.15,4.3,1.08,2.15,2.15,4.3,3.23,6.45,1.08,4.3,0.2,0.16,0.63,0.15,0.44,0.37,0.01,0.1,0.16,0.2,0.63,0.44,0.26,0.3,0.08,0.03,0.52,0.28,0.2,0.42,0.37,0.2,0.16,0.38,0.62,0.13,-0.23,-0.44,-0.32,0.07,4.03,-0.26,-0.07,-0.26,-0.33,-0.2,-0.2,-0.23,-0.28,-0.38,-0.35,-0.12,-0.2,-0.07,-0.12,-0.12,-0.2,-0.16,-0.26,-0.07,-0.2,1696.76,1044,0.39,0.26,34,18.63,0.01,0.01,0
P05111,10.11,3.28,1.91,5.46,3.28,7.92,4.92,1.64,0.82,14.48,1.37,1.37,11.2,3.55,7.38,7.38,5.74,4.92,1.64,1.64,0.13,0.07,0.8,0.22,0.57,0.5,0.11,0.07,0.07,0.13,0.8,0.58,0.26,0.32,0.13,0.05,0.48,0.22,0.3,0.47,0.24,0.32,0.29,0.54,0.46,-0.1,-0.61,-0.1,-0.17,0.3,3.95,-0.33,-0.16,-0.11,-0.23,-0.16,-0.29,-0.21,-0.1,-0.06,-0.4,-0.09,-0.09,-0.35,-0.17,-0.28,-0.28,-0.24,-0.21,-0.1,-0.1,1255.28,773,0.35,0.22,20,10.6,0,0,0
P05114,17,0,5,14,0,6,0,0,21,2,1,2,7,3,5,9,4,4,0,0,0.26,0.19,0.55,0.16,0.37,0.36,0.07,0,0.19,0.26,0.55,0.35,0.35,0.41,0.13,0.01,0.63,0.08,0.29,0.29,0.52,0.21,0.32,0.54,0.46,1.48,-0.49,-0.42,-0.44,0.44,3.38,-0.44,0,-0.22,-0.4,0,-0.24,0,0,-0.47,-0.11,-0.07,-0.11,-0.27,-0.15,-0.22,-0.31,-0.19,-0.19,0,0,1076.24,631,0.38,0.25,27,17,0,0,0
P05121,7.21,0.25,4.98,4.73,6.22,5.72,3.23,3.73,4.73,10.45,4.48,3.23,5.47,5.47,4.48,6.97,6.72,8.71,1,2.24,0.12,0.1,0.78,0.22,0.53,0.41,0.06,0.1,0.1,0.12,0.78,0.54,0.21,0.35,0.14,0.05,0.45,0.29,0.26,0.43,0.29,0.29,0.2,0.49,0.51,-0.16,-0.48,-0.29,-0.33,0.18,4.14,-0.27,-0.02,-0.22,-0.21,-0.25,-0.24,-0.16,-0.18,-0.21,-0.34,-0.2,-0.16,-0.23,-0.23,-0.2,-0.27,-0.26,-0.31,-0.07,-0.12,36286.48,20413,0.43,0.29,183,105.43,0.07,0.06,0
P05154,6.4,0.49,4.43,4.68,6.16,5.42,2.46,3.69,5.91,12.81,3.45,4.93,3.45,5.67,5.17,9.36,4.93,7.64,0.49,2.46,0.14,0.09,0.77,0.23,0.5,0.39,0.03,0.09,0.09,0.14,0.77,0.5,0.22,0.35,0.14,0.04,0.47,0.26,0.28,0.43,0.29,0.26,0.22,0.47,0.53,-0.05,-0.42,-0.36,-0.4,0.15,4.09,-0.25,-0.04,-0.2,-0.21,-0.25,-0.23,-0.13,-0.18,-0.24,-0.38,-0.17,-0.21,-0.17,-0.24,-0.22,-0.32,-0.21,-0.28,-0.04,-0.13,6672.04,16734,0.37,0.24,39,23.3,0.01,0.01,0
P05161,4.24,0.61,4.24,5.45,3.03,10.91,1.82,1.82,4.85,14.55,2.42,2.42,4.85,7.27,4.85,9.09,5.45,9.7,1.21,1.21,0.12,0.1,0.79,0.24,0.53,0.46,0.05,0.06,0.1,0.12,0.79,0.48,0.19,0.42,0.15,0.03,0.46,0.23,0.32,0.46,0.29,0.25,0.25,0.52,0.49,0.06,-0.77,-0.41,-0.52,0.22,3.97,-0.19,-0.05,-0.19,-0.23,-0.15,-0.35,-0.11,-0.11,-0.21,-0.41,-0.13,-0.13,-0.21,-0.28,-0.21,-0.31,-0.23,-0.33,-0.08,-0.08,2362.86,5073,0.41,0.27,53,32.25,0.02,0.02,0
P05162,0.76,1.52,6.06,6.82,7.58,10.61,3.79,3.03,7.58,9.85,3.03,6.06,3.79,2.27,3.03,10.61,6.82,5.3,0.76,0.76,0.14,0.13,0.73,0.22,0.45,0.33,0.04,0.09,0.13,0.14,0.73,0.42,0.24,0.43,0.17,0.05,0.37,0.26,0.37,0.39,0.33,0.29,0.24,0.52,0.49,0.39,-0.46,-0.11,-0.46,0.01,4.02,-0.05,-0.09,-0.25,-0.26,-0.28,-0.34,-0.18,-0.15,-0.28,-0.33,-0.15,-0.25,-0.18,-0.12,-0.15,-0.34,-0.26,-0.23,-0.05,-0.05,319.14,286,0.33,0.21,11,6.87,0,0,0
P05164,7.65,2.28,4.83,4.7,4.16,6.04,0.94,4.03,2.95,11.68,3.09,5.5,7.38,4.56,8.86,6.31,5.1,5.77,1.61,2.55,0.13,0.1,0.78,0.21,0.51,0.43,0.07,0.08,0.1,0.13,0.78,0.53,0.26,0.32,0.11,0.05,0.44,0.26,0.3,0.43,0.3,0.25,0.22,0.51,0.49,0.01,-0.36,-0.25,-0.32,0.14,4.14,-0.28,-0.12,-0.21,-0.21,-0.19,-0.25,-0.06,-0.19,-0.15,-0.36,-0.16,-0.23,-0.28,-0.2,-0.31,-0.25,-0.22,-0.24,-0.1,-0.14,19416.16,8425,0.43,0.28,139,79.5,0.05,0.04,0
P05177,6.01,1.36,4.46,5.04,6.4,5.62,2.52,5.04,5.04,11.82,1.94,3.49,6.78,4.65,6.4,7.75,5.62,6.4,1.74,1.94,0.14,0.1,0.77,0.21,0.52,0.42,0.07,0.1,0.1,0.14,0.77,0.53,0.24,0.33,0.13,0.03,0.43,0.29,0.28,0.44,0.3,0.27,0.21,0.48,0.53,-0.14,-0.36,-0.3,-0.31,0.19,4.15,-0.24,-0.08,-0.2,-0.22,-0.25,-0.23,-0.13,-0.22,-0.22,-0.36,-0.11,-0.17,-0.26,-0.21,-0.25,-0.29,-0.23,-0.25,-0.1,-0.11,3920.1,3296,0.39,0.25,33,21.73,0.01,0.01,0
P05198,6.98,1.59,6.67,12.06,2.22,4.13,0.95,6.98,6.67,7.94,3.17,4.44,3.17,2.22,7.94,5.4,4.44,8.89,0.32,3.81,0.16,0.19,0.66,0.18,0.44,0.38,0.03,0.06,0.19,0.16,0.66,0.46,0.23,0.35,0.1,0.05,0.48,0.28,0.24,0.39,0.35,0.21,0.18,0.46,0.54,0.36,-0.37,-0.44,-0.58,0.06,4.06,-0.27,-0.1,-0.26,-0.37,-0.12,-0.19,-0.06,-0.27,-0.26,-0.29,-0.16,-0.2,-0.16,-0.12,-0.29,-0.23,-0.2,-0.31,-0.03,-0.18,16174.53,8203,0.43,0.29,145,94.81,0.03,0.03,0
P05230,3.87,1.94,4.52,7.74,3.87,9.03,3.23,3.87,7.74,11.61,1.29,5.16,5.16,3.87,3.87,6.45,7.74,3.23,0.65,5.16,0.15,0.12,0.73,0.25,0.43,0.37,0.05,0.1,0.12,0.15,0.73,0.43,0.25,0.39,0.14,0.03,0.43,0.27,0.3,0.38,0.34,0.29,0.21,0.47,0.53,0.29,-0.4,-0.25,-0.46,0.04,4.12,-0.18,-0.11,-0.2,-0.29,-0.18,-0.31,-0.16,-0.18,-0.29,-0.36,-0.08,-0.22,-0.22,-0.18,-0.18,-0.26,-0.29,-0.16,-0.05,-0.22,1334.77,1206.5,0.41,0.28,63,40.98,0.03,0.03,0
P05362,6.77,2.63,2.82,6.39,1.88,6.77,0.94,2.26,4.32,11.65,0.94,4.14,9.4,5.83,5.64,6.2,9.21,9.02,0.94,2.26,0.11,0.09,0.8,0.26,0.5,0.46,0.09,0.05,0.09,0.11,0.8,0.55,0.24,0.37,0.15,0.04,0.43,0.28,0.29,0.42,0.33,0.29,0.22,0.57,0.43,0.07,-0.68,-0.3,-0.51,0.2,4.03,-0.26,-0.14,-0.15,-0.25,-0.11,-0.26,-0.06,-0.12,-0.2,-0.36,-0.06,-0.19,-0.32,-0.24,-0.23,-0.25,-0.32,-0.31,-0.06,-0.12,35457.36,20016,0.46,0.31,256,153.78,0.09,0.09,0
P05387,17.39,0,9.57,8.7,1.74,10.43,0,6.09,8.7,6.96,1.74,3.48,4.35,0.87,1.74,10.43,0,6.09,0,1.74,0.1,0.18,0.71,0.13,0.55,0.51,0.04,0.04,0.18,0.1,0.71,0.44,0.18,0.4,0.1,0.02,0.46,0.16,0.38,0.49,0.36,0.18,0.38,0.62,0.38,0.61,-0.92,0,-0.72,0.39,3.65,-0.44,0,-0.32,-0.31,-0.1,-0.34,0,-0.25,-0.31,-0.27,-0.1,-0.17,-0.2,-0.06,-0.1,-0.34,0,-0.25,0,-0.1,409.56,57,0.39,0.26,32,20.36,0.01,0.01,0
P05388,11.99,0.95,4.73,6.62,4.73,6.62,1.26,6.31,5.99,9.15,2.84,4.42,5.36,3.15,4.1,5.68,5.99,7.89,0.32,1.89,0.11,0.11,0.77,0.18,0.55,0.47,0.05,0.07,0.11,0.11,0.77,0.56,0.21,0.33,0.12,0.04,0.45,0.28,0.27,0.48,0.3,0.23,0.25,0.54,0.46,-0.02,-0.7,-0.27,-0.48,0.21,4.08,-0.37,-0.06,-0.21,-0.26,-0.21,-0.26,-0.08,-0.25,-0.24,-0.32,-0.15,-0.2,-0.23,-0.16,-0.19,-0.24,-0.24,-0.29,-0.03,-0.11,10446.27,12161,0.42,0.29,79,49.86,0.02,0.01,0
P05412,9.97,0.91,2.11,6.34,2.72,6.65,2.42,2.42,5.44,10.57,3.32,4.83,9.06,7.85,4.23,9.06,5.74,4.83,0,1.51,0.12,0.09,0.8,0.25,0.5,0.44,0.09,0.04,0.09,0.12,0.8,0.5,0.26,0.38,0.15,0.04,0.5,0.18,0.32,0.38,0.36,0.31,0.27,0.53,0.47,0.26,-0.58,-0.2,-0.42,0.31,4.02,-0.33,-0.06,-0.12,-0.25,-0.14,-0.26,-0.13,-0.13,-0.23,-0.34,-0.16,-0.21,-0.31,-0.29,-0.19,-0.31,-0.24,-0.21,0,-0.09,33248.88,37076.5,0.46,0.33,197,121.9,0.07,0.07,0
